id,created_at,map,type,is_remake,game_length_second,is_recorded,average_tier,average_division,tier_image_url,border_image_url,blue_dragon_kill,blue_baron_kill,blue_tower_kill,blue_is_remake,blue_is_win,blue_kill,blue_death,blue_assist,blue_gold_earned,blue_banned_champions,red_dragon_kill,red_baron_kill,red_tower_kill,red_is_remake,red_is_win,red_kill,red_death,red_assist,red_gold_earned,red_banned_champions
4797,2023-10-02T03:25:24+09:00,SUMMONERS_RIFT,NORMAL,False,2521,False,SILVER,1,https://opgg-static.akamaized.net/images/medals_new/silver.png,https://opgg-static.akamaized.net/images/border_new/silver.png,4,1,11,False,True,53,61,62,86907,"[None, None, None, None, None]",1,1,6,False,False,61,53,92,92760,"[None, None, None, None, None]"
4798,2023-10-02T02:38:48+09:00,SUMMONERS_RIFT,NORMAL,False,2542,False,SILVER,2,https://opgg-static.akamaized.net/images/medals_new/silver.png,https://opgg-static.akamaized.net/images/border_new/silver.png,1,1,10,False,True,59,57,58,90806,"[None, None, None, None, None]",4,0,6,False,False,57,59,55,87042,"[None, None, None, None, None]"
4799,2023-10-02T01:52:10+09:00,SUMMONERS_RIFT,NORMAL,False,2226,False,SILVER,2,https://opgg-static.akamaized.net/images/medals_new/silver.png,https://opgg-static.akamaized.net/images/border_new/silver.png,1,0,3,False,False,37,55,52,65409,"[None, None, None, None, None]",4,1,10,False,True,55,37,69,75600,"[None, None, None, None, None]"
4800,2023-10-02T01:08:21+09:00,SUMMONERS_RIFT,NORMAL,False,1273,False,GOLD,4,https://opgg-static.akamaized.net/images/medals_new/gold.png,https://opgg-static.akamaized.net/images/border_new/gold.png,0,0,0,False,False,14,34,21,33324,"[None, None, None, None, None]",3,0,10,False,True,34,14,26,49254,"[None, None, None, None, None]"
4801,2023-10-03T20:53:26+09:00,SUMMONERS_RIFT,SOLORANKED,False,2462,False,SILVER,1,https://opgg-static.akamaized.net/images/medals_new/silver.png,https://opgg-static.akamaized.net/images/border_new/silver.png,4,0,10,False,True,57,50,78,85967,"[9, 39, 55, 99, 360]",2,2,7,False,False,50,57,51,86189,"[53, 56, 112, 119, 950]"
4802,2023-10-03T19:27:07+09:00,SUMMONERS_RIFT,SOLORANKED,False,1891,False,SILVER,1,https://opgg-static.akamaized.net/images/medals_new/silver.png,https://opgg-static.akamaized.net/images/border_new/silver.png,2,0,3,False,False,33,32,51,61293,"[38, 122, 233, 245, 950]",2,0,8,False,True,32,33,34,64271,"[11, 103, 119, 245, 412]"
4803,2023-10-03T18:02:13+09:00,SUMMONERS_RIFT,SOLORANKED,False,1864,False,GOLD,4,https://opgg-static.akamaized.net/images/medals_new/gold.png,https://opgg-static.akamaized.net/images/border_new/gold.png,3,1,11,False,True,28,27,30,63064,"[28, 51, 54, 360, 711]",0,1,3,False,False,26,28,37,57712,"[None, 59, 99, 141, 360]"
4804,2023-10-03T08:42:00+09:00,SUMMONERS_RIFT,SOLORANKED,False,1552,False,GOLD,3,https://opgg-static.akamaized.net/images/medals_new/gold.png,https://opgg-static.akamaized.net/images/border_new/gold.png,3,1,11,False,True,26,13,57,54230,"[29, 39, 53, 56, 233]",0,0,3,False,False,13,26,18,41200,"[28, 36, 83, 105, 202]"
4805,2023-10-03T07:34:18+09:00,SUMMONERS_RIFT,FLEXRANKED,False,2601,False,GOLD,1,https://opgg-static.akamaized.net/images/medals_new/gold.png,https://opgg-static.akamaized.net/images/border_new/gold.png,3,1,4,False,False,49,38,82,84728,"[104, 120, 122, 233, 902]",3,2,11,False,True,38,50,45,86694,"[53, 54, 56, 119, 233]"
4806,2023-10-03T05:56:53+09:00,HOWLING_ABYSS,ARAM,False,1221,False,SILVER,2,https://opgg-static.akamaized.net/images/medals_new/silver.png,https://opgg-static.akamaized.net/images/border_new/silver.png,0,0,4,False,True,54,51,138,74064,"[None, None, None, None, None]",0,0,1,False,False,51,54,92,69577,"[None, None, None, None, None]"
